"code";"description";"procurement_category";"name";"parent";"language_code"
"50116400-5";;"services";"Repair and maintenance services of vehicle transmissions";"50116000-1";"en"
"50116400-5";;"services";"Servicii de reparare şi de întreţinere a transmisiilor de vehicule";"50116000-1";"ro"
"50116400-5";;"services";"Ремонт и техническое обслуживание трансмиссий транспортных средств";"50116000-1";"ru"
"50116500-6";;"services";"Tyre repair services, including fitting and balancing";"50116000-1";"en"
"50116500-6";;"services";"Servicii de reparare a pneurilor, inclusiv montare şi echilibrare";"50116000-1";"ro"
"50116500-6";;"services";"Шино-ремонтные услуги, в том числе монтаж и балансировка";"50116000-1";"ru"
"50116510-9";;"services";"Tyre-remoulding services";"50116000-1";"en"
"50116510-9";;"services";"Servicii de reşapare de pneuri";"50116000-1";"ro"
"50116510-9";;"services";"Восстановление протектора шин";"50116000-1";"ru"
"50116600-7";;"services";"Repair and maintenance services of starter motors";"50116000-1";"en"
"50116600-7";;"services";"Servicii de reparare şi de întreţinere a demaroarelor";"50116000-1";"ro"
"50116600-7";;"services";"Ремонт и техническое обслуживание стартеров";"50116000-1";"ru"
"50117000-8";;"services";"Vehicle conversion and reconditioning services";"50110000-9";"en"
"50117000-8";;"services";"Servicii de conversie şi de recondiţionare a vehiculelor";"50110000-9";"ro"
"50117000-8";;"services";"Конверсия и реставрация автомобилей";"50110000-9";"ru"
"50117100-9";;"services";"Motor vehicle conversion services";"50117000-8";"en"
"50117100-9";;"services";"Servicii de conversie a autovehiculelor";"50117000-8";"ro"
"50117100-9";;"services";"Конверсия автомобилей";"50117000-8";"ru"
"50117200-0";;"services";"Ambulance conversion services";"50117000-8";"en"
"50117200-0";;"services";"Servicii de conversie a ambulanţelor";"50117000-8";"ro"
"50117200-0";;"services";"Конверсия карет скорой помощи";"50117000-8";"ru"
"50117300-1";;"services";"Reconditioning services of vehicles";"50117000-8";"en"
"50117300-1";;"services";"Servicii de condiţionare a vehiculelor";"50117000-8";"ro"
"50117300-1";;"services";"Реставрация автомобилей";"50117000-8";"ru"
"50118000-5";;"services";"Automobile emergency road services";"50110000-9";"en"
"50118000-5";;"services";"Servicii de asistenţă rutieră";"50110000-9";"ro"
"50118000-5";;"services";"Помощь на дороге";"50110000-9";"ru"
"50118100-6";;"services";"Breakdown and recovery services for cars";"50118000-5";"en"
"50118100-6";;"services";"Servicii de depanare a vehiculelor";"50118000-5";"ro"
"50118100-6";;"services";"Устранение неисправностей автомобилей";"50118000-5";"ru"
"50118110-9";;"services";"Vehicle towing-away services";"50118000-5";"en"
"50118110-9";;"services";"Servicii de remorcare a vehiculelor";"50118000-5";"ro"
"50118110-9";;"services";"Буксировка автомобилей";"50118000-5";"ru"
"50118200-7";;"services";"Breakdown and recovery services for commercial vehicles";"50118000-5";"en"
"50118200-7";;"services";"Servicii de depanare a vehiculelor comerciale";"50118000-5";"ro"
"50118200-7";;"services";"Устранение неисправностей коммерческих автомобилей";"50118000-5";"ru"
"50118300-8";;"services";"Breakdown and recovery services for buses";"50118000-5";"en"
"50118300-8";;"services";"Servicii de depanare a autobuzelor";"50118000-5";"ro"
"50118300-8";;"services";"Устранение неисправностей автобусов";"50118000-5";"ru"
"50118400-9";;"services";"Breakdown and recovery services for motor vehicles";"50118000-5";"en"
"50118400-9";;"services";"Servicii de depanare a autovehiculelor";"50118000-5";"ro"
"50118400-9";;"services";"Устранение неисправностей автомобилей";"50118000-5";"ru"
"50118500-0";;"services";"Breakdown and recovery services for motorcycles";"50118000-5";"en"
"50118500-0";;"services";"Servicii de depanare a motocicletelor";"50118000-5";"ro"
"50118500-0";;"services";"Устранение неисправностей мотоциклов";"50118000-5";"ru"
"50190000-3";;"services";"Demolition services of vehicles";"50100000-6";"en"
"50190000-3";;"services";"Demolare a vehiculelor";"50100000-6";"ro"
"50190000-3";;"services";"Уничтожение автомобилей";"50100000-6";"ru"
"50200000-7";;"services";"Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment";"50000000-5";"en"
"50200000-7";;"services";"Servicii de reparare şi de întreţinere şi servicii conexe pentru mijloacele de transport aerian, feroviar, rutier şi maritim";"50000000-5";"ro"
"50200000-7";;"services";"Ремонт, техническое обслуживание и сопутствующие услуги, связанные с воздушным, железнодорожным, автомобильным и морским транспортом";"50000000-5";"ru"
"50210000-0";;"services";"Repair, maintenance and associated services related to aircraft and other equipment";"50200000-7";"en"
"50210000-0";;"services";"Servicii de reparare şi de întreţinere şi servicii conexe pentru aeronave şi pentru alte echipamente";"50200000-7";"ro"
"50210000-0";;"services";"Ремонт и техническое обслуживание и сопутствующие услуги для воздушных судов и другой техники";"50200000-7";"ru"
"50211000-7";;"services";"Repair and maintenance services of aircraft";"50210000-0";"en"
"50211000-7";;"services";"Servicii de reparare şi de întreţinere a aeronavelor";"50210000-0";"ro"
"50211000-7";;"services";"Ремонт и техническое обслуживание воздушных судов";"50210000-0";"ru"
"50211100-8";;"services";"Aircraft maintenance services";"50211000-7";"en"
"50211100-8";;"services";"Servicii de întreţinere a aeronavelor";"50211000-7";"ro"
"50211100-8";;"services";"Техническое обслуживание воздушных судов";"50211000-7";"ru"
"50211200-9";;"services";"Aircraft repair services";"50211000-7";"en"
"50211200-9";;"services";"Servicii de reparare a aeronavelor";"50211000-7";"ro"
"50211200-9";;"services";"Ремонт воздушных судов";"50211000-7";"ru"
"50211210-2";;"services";"Repair and maintenance services of aircraft engines";"50211000-7";"en"
"50211210-2";;"services";"Servicii de reparare şi de întreţinere a motoarelor de aeronave";"50211000-7";"ro"
"50211210-2";;"services";"Ремонт и техническое обслуживание авиационных двигателей";"50211000-7";"ru"
"50211211-9";;"services";"Aircraft-engine maintenance services";"50211000-7";"en"
"50211211-9";;"services";"Servicii de întreţinere a motoarelor de aeronave";"50211000-7";"ro"
"50211211-9";;"services";"Техническое обслуживание авиационных двигателей";"50211000-7";"ru"
"50211212-6";;"services";"Aircraft-engine repair services";"50211000-7";"en"
"50211212-6";;"services";"Servicii de reparare a motoarelor de aeronave";"50211000-7";"ro"
"50211212-6";;"services";"Ремонт авиационных двигателей";"50211000-7";"ru"
"50211300-0";;"services";"Reconditioning services of aircraft";"50211000-7";"en"
"50211300-0";;"services";"Servicii de recondiţionare a aeronavelor";"50211000-7";"ro"
"50211300-0";;"services";"Реставрация воздушных судов";"50211000-7";"ru"
"50211310-3";;"services";"Reconditioning services of aircraft engines";"50211000-7";"en"
"50211310-3";;"services";"Servicii de recondiţionare a motoarelor de aeronave";"50211000-7";"ro"
"50211310-3";;"services";"Реставрация двигателей воздушных судов";"50211000-7";"ru"
"50212000-4";;"services";"Repair and maintenance services of helicopters";"50210000-0";"en"
"50212000-4";;"services";"Servicii de reparare şi de întreţinere a elicopterelor";"50210000-0";"ro"
"50212000-4";;"services";"Ремонт и техническое обслуживание вертолетов";"50210000-0";"ru"
"50220000-3";;"services";"Repair, maintenance and associated services related to railways and other equipment";"50200000-7";"en"
"50220000-3";;"services";"Servicii de reparare şi de întreţinere şi servicii conexe pentru transportul feroviar şi pentru alte echipamente";"50200000-7";"ro"
"50220000-3";;"services";"Ремонт и техническое обслуживание, связанные с железнодорожным транспортом и другим оборудованием";"50200000-7";"ru"
"50221000-0";;"services";"Repair and maintenance services of locomotives";"50220000-3";"en"
"50221000-0";;"services";"Servicii de reparare şi de întreţinere a locomotivelor";"50220000-3";"ro"
"50221000-0";;"services";"Ремонт и техническое обслуживание локомотивов";"50220000-3";"ru"
"50221100-1";;"services";"Repair and maintenance services of locomotive gearboxes";"50221000-0";"en"
"50221100-1";;"services";"Servicii de reparare şi de întreţinere a cutiilor de transmisie ale locomotivelor";"50221000-0";"ro"
"50221100-1";;"services";"Ремонт и обслуживание коробок передач локомотивов";"50221000-0";"ru"
"50221200-2";;"services";"Repair and maintenance services of locomotive transmissions";"50221000-0";"en"
"50221200-2";;"services";"Servicii de reparare şi de întreţinere a transmisiilor de locomotive";"50221000-0";"ro"
"50221200-2";;"services";"Ремонт и техническое обслуживание трансмиссии локомотивов";"50221000-0";"ru"
"50221300-3";;"services";"Repair and maintenance services of locomotive wheelsets";"50221000-0";"en"
"50221300-3";;"services";"Servicii de reparare şi de întreţinere a osiilor montate cu roţi la locomotive";"50221000-0";"ro"
"50221300-3";;"services";"Ремонт и техническое обслуживание колесных пар локомотивов";"50221000-0";"ru"
"50221400-4";;"services";"Repair and maintenance services of locomotive brakes and brake parts";"50221000-0";"en"
